"from","to","total_amount","day","month","year"
poloniex,enki,3799.9800,11,8,2016
poloniex,vi1son,215.4800,11,8,2016
poloniex,weenfan,2614.8580,11,8,2016
sarahjordan,poloniex,272.8730,11,8,2016
sterlinluxan,poloniex,600.0000,11,8,2016
sven.hennes,bittrex,0.2550,11,8,2016
thegoldencookie,bittrex,60.0000,11,8,2016
webdeals,poloniex,297.9500,11,8,2016
wisehammer,bittrex,20.5240,11,8,2016
xenon2,poloniex,19.4710,11,8,2016
aizensou,bittrex,2792.1630,12,8,2016
anca3drandom,poloniex,800.0000,12,8,2016
anwenbaumeister,bittrex,2000.0000,12,8,2016
arcaneinfo,bittrex,28.4780,12,8,2016
bittrex,james-show,552.6100,12,8,2016
bittrex,manoami,42.7800,12,8,2016
bittrex,poloniex,1545.9800,12,8,2016
bittrex,shawn-brewer,311.9000,12,8,2016
bittrex,steemgrindr,845.5700,12,8,2016
cascades,blocktrades,180.5490,12,8,2016
chris-bell,blocktrades,122.8040,12,8,2016
dnsz,poloniex,103.0000,12,8,2016
dumar022,poloniex,1.8000,12,8,2016
emancipatedhuman,bittrex,30.0000,12,8,2016
epsylon3,poloniex,0.5320,12,8,2016
garycovington,blocktrades,388.8190,12,8,2016
garywilson,blocktrades,550.0000,12,8,2016
grandpere,blocktrades,1000.0000,12,8,2016
greenggc,bittrex,0.8960,12,8,2016
hisnameisolllie,poloniex,1000.0000,12,8,2016
hitmeasap,bittrex,190.1300,12,8,2016
isteemit,bittrex,800.0000,12,8,2016
justinlaak,poloniex,1746.7940,12,8,2016
keithsmih,bittrex,5.6440,12,8,2016
larkenrose,poloniex,565.6900,12,8,2016
leprechaun,bittrex,3.0790,12,8,2016
luigi1111,poloniex,391.0000,12,8,2016
marketmaker,poloniex,1200.0000,12,8,2016
maykor15,bittrex,116.0250,12,8,2016
meteor78,blocktrades,14.3100,12,8,2016
moneymaker,bittrex,0.1950,12,8,2016
poloniex,bittrex,6624.4630,12,8,2016
poloniex,icfiedler,5920.0690,12,8,2016
poloniex,james-show,2196.0550,12,8,2016
poloniex,paws1t1veev,434.0770,12,8,2016
poloniex,shutkin70,2178.0100,12,8,2016
saharov,poloniex,1.9900,12,8,2016
sock,poloniex,13.3880,12,8,2016
spiz0r,poloniex,12.5500,12,8,2016
terrycraft,blocktrades,123.0000,12,8,2016
trevorjenglish,blocktrades,102.8270,12,8,2016
unrealisback,poloniex,9.4010,12,8,2016
acquaviva,blocktrades,336.9160,12,8,2016
andrewdemeter,bittrex,199.9760,12,8,2016
bacchist,poloniex,200.0000,12,8,2016
bittrex,asd91,500.0000,12,8,2016
bloggersclub,openledger,1.2500,12,8,2016
changelly,ash,6.5230,12,8,2016
claudiop63,poloniex,8.0000,12,8,2016
dmitriybtc,poloniex,47.5860,12,8,2016
dragonanarchist,poloniex,270.0000,12,8,2016
jackgallenhall,blocktrades,125.1300,12,8,2016
karisa,poloniex,3.5000,12,8,2016
konstantin,poloniex,143.9170,12,8,2016
patrice,poloniex,340.2450,12,8,2016
poloniex,unosuke,299.4740,12,8,2016
poloniex,williambanks,99.8400,12,8,2016
r0achtheunsavory,poloniex,148.8900,12,8,2016
sunlight80,poloniex,1.0000,12,8,2016
thedashtimes,poloniex,206.0200,12,8,2016
trevonjb,poloniex,444.1060,12,8,2016
vincent,poloniex,426.7000,12,8,2016
wisehammer,bittrex,10.3000,12,8,2016
akaninyene-etuk,bittrex,1.0100,12,8,2016
alexc,bittrex,10.4230,12,8,2016
alifton,poloniex,33.8360,12,8,2016
babybear,poloniex,799.4490,12,8,2016
bittrex,arslan7544,3253.9800,12,8,2016
bittrex,enki,3347.7600,12,8,2016
bittrex,murat,617.1200,12,8,2016
blocktrades,brick,7426.5430,12,8,2016
brick,openledger,11.0000,12,8,2016
brick,poloniex,5166.8240,12,8,2016
bridgetbunchy,poloniex,875.4720,12,8,2016
coinbitgold,poloniex,340.2160,12,8,2016
complexring,bittrex,1000.0000,12,8,2016
complexring,poloniex,1000.0000,12,8,2016
diego24,poloniex,171.3780,12,8,2016
ericvancewalton,poloniex,4934.1380,12,8,2016
erroneous-logic,bittrex,0.0460,12,8,2016
futurism,poloniex,134.6360,12,8,2016
iamrohitkgupta,poloniex,11.2690,12,8,2016
infinitor,bittrex,874.0000,12,8,2016
innerexplorer,poloniex,4.0500,12,8,2016
juvyjabian,bittrex,70.0000,12,8,2016
nate-atkins,bittrex,0.1310,12,8,2016
openledger,brick,10.0000,12,8,2016
poloniex,alifton,1988.3630,12,8,2016
poloniex,enki,6199.9600,12,8,2016
poloniex,zer0sum,300.0000,12,8,2016
rlziggy,poloniex,69.0000,12,8,2016
talanhorne,blocktrades,130.2570,12,8,2016
thegoldencookie,bittrex,60.0000,12,8,2016
venuspcs,bittrex,419.0000,12,8,2016
wadepaterson,poloniex,900.7830,12,8,2016
bavak,poloniex,1757.0000,12,8,2016
bittrex,poloniexwallet,97.7200,12,8,2016
bittrex,riverhead,947.2000,12,8,2016
bittrex,smooth-c,5000.0000,12,8,2016
corbettreport,poloniex,100.0000,12,8,2016
cryptoboom,bittrex,100.6070,12,8,2016
illidans,poloniex,3.9710,12,8,2016
jamiecrypto,poloniex,70.0000,12,8,2016
jbouchard12,bittrex,3.9210,12,8,2016
jholdsworthy,poloniex,233.2410,12,8,2016
kennyskitchen,blocktrades,36.5870,12,8,2016
kingscrown,bittrex,149.6460,12,8,2016
menta,bittrex,800.0000,12,8,2016
njall,bittrex,565.3570,12,8,2016
obfuscate-me,poloniex,0.0250,12,8,2016
on0tole,poloniex,506.0000,12,8,2016
poloniex,manoami,65.7430,12,8,2016
poloniex,vi1son,571.5230,12,8,2016
poloniex,weenfan,3247.4170,12,8,2016
sephiroth,blocktrades,0.0500,12,8,2016
sirwinchester,poloniex,1753.0900,12,8,2016
thedailysteem,bittrex,124.8390,12,8,2016
xbananax,bittrex,287.7060,12,8,2016
acidyo,poloniex,35.0000,13,8,2016
alexandre,poloniex,4.4000,13,8,2016
bittrex,poloniex,358.0200,13,8,2016
bittrex,steemgrindr,264.4700,13,8,2016
corbettreport,bittrex,500.0000,13,8,2016
crypt0mine,poloniex,122.8280,13,8,2016
doitvoluntarily,poloniex,20.0000,13,8,2016
emancipatedhuman,bittrex,31.0000,13,8,2016
generalcopper,poloniex,0.5650,13,8,2016
jholdsworthy,bittrex,4.6700,13,8,2016
karisa,poloniex,120.0000,13,8,2016
kdugar,bittrex,70.0000,13,8,2016
knozaki2015,bittrex,685.0000,13,8,2016
nanzo-scoop,poloniex,452.9770,13,8,2016
olesya,poloniex,128.0000,13,8,2016
poloniex,arslan7544,1534.5300,13,8,2016
poloniex,bittrex,9164.6980,13,8,2016
poloniex,enki,4699.9700,13,8,2016
poloniex,foma17,21.9900,13,8,2016
poloniex,james-show,1567.9590,13,8,2016
poloniex,jl777,2199.9800,13,8,2016
poloniex,paws1t1veev,1996.7580,13,8,2016
r4fken,bittrex,6.7780,13,8,2016
renohq,poloniex,12383.6520,13,8,2016
repholder,blocktrades,0.0010,13,8,2016
zachary,poloniex,2434.3720,13,8,2016
anonymint,poloniex,1943.5930,13,8,2016
bittrex,asd91,770.0000,13,8,2016
bittrex,blueciruit,2.5000,13,8,2016
blockcodes,bittrex,32.7580,13,8,2016
calaber24p,poloniex,1405.0430,13,8,2016
cryptogee,bittrex,784.6350,13,8,2016
djm34,bittrex,319.1130,13,8,2016
franciscomario,poloniex,0.0010,13,8,2016
gugu12345,bittrex,0.0510,13,8,2016
larkenrose,poloniex,63.6200,13,8,2016
poloniex,unosuke,165.9910,13,8,2016
poloniex,vi1son,449.1850,13,8,2016
poloniex,weenfan,483.7470,13,8,2016
prufarchy,bittrex,60.4630,13,8,2016
simba,bittrex,19.2850,13,8,2016
sunjata,poloniex,21.1480,13,8,2016
timelapse,openledger,5.8410,13,8,2016
wisehammer,bittrex,8.0330,13,8,2016
akaninyene-etuk,bittrex,0.2320,13,8,2016
bittrex,alphabeta,150.0000,13,8,2016
bittrex,arslan7544,225.3500,13,8,2016
bittrex,james-show,22.2200,13,8,2016
blocktrades,thedashguy,288.3360,13,8,2016
blocktrades,vincent,974.7920,13,8,2016
booja,bittrex,1000.0000,13,8,2016
brick,poloniex,2258.9070,13,8,2016
craig-grant,blocktrades,24.4240,13,8,2016
healthyrecipes,bittrex,223.6730,13,8,2016
hendra-khaidir,bittrex,0.2300,13,8,2016
igl00,bittrex,100.0000,13,8,2016
james-show,bittrex,2067.9210,13,8,2016
jsantana,poloniex,117.4000,13,8,2016
juanmora,blocktrades,3.5000,13,8,2016
keithsmih,bittrex,0.3830,13,8,2016
kencode,blocktrades,900.0000,13,8,2016
kenjiby,poloniex,11.0710,13,8,2016
lauralemons,blocktrades,395.0000,13,8,2016
lehard,bittrex,709.6260,13,8,2016
maxim-ananko,poloniex,660.1570,13,8,2016
mctiller,bittrex,82.3050,13,8,2016
meteor78,blocktrades,0.8100,13,8,2016
michaeldodridge,bittrex,1.4460,13,8,2016
oaldamster,blocktrades,96.8700,13,8,2016
piedpiper,bittrex,1317.9050,13,8,2016
poloniex,alifton,401.8650,13,8,2016
poloniex,blockchain-info,896.1800,13,8,2016
poloniex,btcmsia,7592.5390,13,8,2016
poloniex,steemgrindr,1777.7270,13,8,2016
sisters,poloniex,1770.0000,13,8,2016
venuspcs,bittrex,40.0000,13,8,2016
victoria2002,bittrex,61.3020,13,8,2016
yermiyahu,poloniex,90.0000,13,8,2016
acassity,poloniex,6.8980,13,8,2016
bittrex,smooth-c,9600.0000,13,8,2016
blocktrades,zachary,2434.3720,13,8,2016
erroneous-logic,bittrex,0.4900,13,8,2016
fav,changelly,30.0000,13,8,2016
generation.easy,poloniex,500.0000,13,8,2016
hypokus,blocktrades,125.0430,13,8,2016
ihatelife,bittrex,122.9840,13,8,2016
jamiecrypto,poloniex,70.0000,13,8,2016
mixa,poloniex,250.9780,13,8,2016
oecp85,bittrex,61.0000,13,8,2016
pjheinz,bittrex,9.0760,13,8,2016
poloniex,grahnite,4.9820,13,8,2016
poloniex,zer0sum,100.0000,13,8,2016
steembeast,poloniex,118.1040,13,8,2016
steemingnow,bittrex,200.0000,13,8,2016
tinalover32,poloniex,143.5170,13,8,2016
vincent,poloniex,974.7920,13,8,2016
zivile,bittrex,101.7990,13,8,2016
adamt,bittrex,10.0780,14,8,2016
akaninyene-etuk,bittrex,0.1180,14,8,2016
allasyummyfood,poloniex,4001.0000,14,8,2016
amartinezque,poloniex,30.0000,14,8,2016
bittrex,alphabeta,100.0000,14,8,2016
bittrex,asd91,2825.6100,14,8,2016
craig-grant,blocktrades,318.0720,14,8,2016
cryptohacks51,bittrex,0.0920,14,8,2016
deanliu,bittrex,11.0000,14,8,2016
hitbtc-payout,poloniex,38.0500,14,8,2016
jeison,bittrex,0.5210,14,8,2016
moch-yusuf,bittrex,0.0360,14,8,2016
nords,poloniex,152.0000,14,8,2016
poloniex,enki,2999.9900,14,8,2016
serejandmyself,bittrex,1694.0000,14,8,2016
sethlinson,poloniex,370.0000,14,8,2016
sterlinluxan,poloniex,500.0000,14,8,2016
tee-em,poloniex,50.0000,14,8,2016
vi1son,poloniex,470.4440,14,8,2016
wisehammer,bittrex,0.2330,14,8,2016
a11at,poloniex,11.9520,14,8,2016
adiel,poloniex,80.0000,14,8,2016
calaber24p,poloniex,809.6650,14,8,2016
corbettreport,poloniex,500.0000,14,8,2016
eneismijmich,poloniex,212.7850,14,8,2016
heiditravels,poloniex,1000.0000,14,8,2016
insomnia,poloniex,0.2210,14,8,2016
jenniferskyler,bittrex,100.0000,14,8,2016
macartem,poloniex,135.3990,14,8,2016
metrox,poloniex,19.6570,14,8,2016
on0tole,poloniex,294.0000,14,8,2016
opsphreak,bittrex,14.6300,14,8,2016
ryan-singer,blocktrades,4313.8400,14,8,2016
shaneradliff,blocktrades,17.0000,14,8,2016
steemist,bittrex,318.0000,14,8,2016
vivianupman,blocktrades,91.0000,14,8,2016
vongohren,bittrex,393.1650,14,8,2016
arcaneinfo,bittrex,0.5940,14,8,2016
bitcoinmeister,poloniex,4.3150,14,8,2016
bittrex,james-show,2832.6900,14,8,2016
bittrex,knozaki2015,700.3000,14,8,2016
bittrex,poloniex,71.1200,14,8,2016
bittrex,smooth-c,8000.0000,14,8,2016
blocktrades,lauralemons,295.0000,14,8,2016
brandonv111,poloniex,310.0000,14,8,2016
klye,poloniex,15.5000,14,8,2016
lauralemons,blocktrades,295.0000,14,8,2016
lazelchaman,poloniex,28.7890,14,8,2016
lenar,bittrex,119.5040,14,8,2016
les-peters,bittrex,5.0700,14,8,2016
manipulable,poloniex,2000.0000,14,8,2016
miketr,bittrex,30.5170,14,8,2016
modprobe,blocktrades,1500.0000,14,8,2016
mrgrey,poloniex,14.0000,14,8,2016
ninzacode,poloniex,1.2950,14,8,2016
noname01,poloniex,0.0570,14,8,2016
poloniex,bittrex,2004.1500,14,8,2016
poloniex,btcmsia,3722.7000,14,8,2016
poloniex,james-show,1242.0890,14,8,2016
poloniex,ninzacode,1.2850,14,8,2016
poloniex,paws1t1veev,998.4830,14,8,2016
puhoshville,poloniex,72.5690,14,8,2016
russ512,bittrex,0.0010,14,8,2016
thebigcheese,poloniex,215.2720,14,8,2016
vip,bittrex,500.0000,14,8,2016
voltarius,poloniex,24.5000,14,8,2016
xcode18,blocktrades,6.5410,14,8,2016
xindex,blocktrades,1.2930,14,8,2016
achim86,bittrex,10.5320,14,8,2016
alexbeyman,blocktrades,500.0000,14,8,2016
bendjmiller222,bittrex,70.3980,14,8,2016
derekareith,bittrex,494.0800,14,8,2016
dragonanarchist,poloniex,140.0000,14,8,2016
healthyrecipes,bittrex,139.6160,14,8,2016
hrottie,poloniex,1.9600,14,8,2016
macrochip,bittrex,0.1460,14,8,2016
moneymaker,bittrex,0.8390,14,8,2016
nekromarinist,poloniex,1.0000,14,8,2016
poloniex,mughat,2200.0000,14,8,2016
razvanelulmarin,bittrex,46.1050,14,8,2016
teego,bittrex,5.4970,14,8,2016
venuspcs,hitbtc-exchange,20.7530,14,8,2016
xenon2,poloniex,0.1970,14,8,2016
acidyo,bittrex,74.9530,15,8,2016
agussudaryanto,poloniex,0.3460,15,8,2016
alifton,poloniex,94.6690,15,8,2016
anwenbaumeister,bittrex,1500.0000,15,8,2016
arcaneinfo,bittrex,4.7930,15,8,2016
azaan,blocktrades,24.9740,15,8,2016
bittrex,asmolokalo,70.6600,15,8,2016
bittrex,smooth-c,17000.0000,15,8,2016
blockcodes,blocktrades,164.0540,15,8,2016
charleshosk,poloniex,1542.2210,15,8,2016
chris4210,blocktrades,344.5860,15,8,2016
chris4210,openledger,1.0000,15,8,2016
churdtzu,bittrex,500.0000,15,8,2016
diana.catherine,poloniex,880.0000,15,8,2016
dumar022,poloniex,0.5280,15,8,2016
faraz,blocktrades,0.5550,15,8,2016
gir88,poloniex,7.8430,15,8,2016
ikigai,bittrex,1.0000,15,8,2016
jokerpravis,poloniex,100.0000,15,8,2016
kaylinart,poloniex,11.0000,15,8,2016
kenjiby,poloniex,0.8880,15,8,2016
lauralemons,blocktrades,260.0000,15,8,2016
pixellated,blocktrades,47.0240,15,8,2016
prufarchy,bittrex,72.2040,15,8,2016
ryan-singer,poloniex,48.0000,15,8,2016
steemdrive,poloniex,2000.0000,15,8,2016
steemitvirals,blocktrades,0.6200,15,8,2016
stellabelle,bittrex,700.0000,15,8,2016
sunjata,poloniex,5.0780,15,8,2016
timd,bittrex,12.4540,15,8,2016
voltarius,poloniex,145.0000,15,8,2016
wildwar,poloniex,20.2680,15,8,2016
alexandre,poloniex,23.9000,15,8,2016
baronofbitcoin,blocktrades,141.2060,15,8,2016
bittrex,mughat,3000.0000,15,8,2016
dgarsan,poloniex,2.6770,15,8,2016
dicov,bittrex,99.0330,15,8,2016
enki,bittrex,2000.0000,15,8,2016
falzxx,bittrex,10.0000,15,8,2016
greenman81,bittrex,1.0000,15,8,2016
healthyrecipes,bittrex,511.1390,15,8,2016
hookerdown,poloniex,0.6070,15,8,2016
infovore,bittrex,3333.0000,15,8,2016
logic,poloniex,200.0000,15,8,2016
mixa,poloniex,85.7580,15,8,2016
nekromarinist,poloniex,100.0000,15,8,2016
ogijun,poloniex,10.0000,15,8,2016
poloniex,foma17,9.9840,15,8,2016
poloniex,furion,1001.3120,15,8,2016
steemitwizard,blocktrades,11.0000,15,8,2016
virtashare,bittrex,50.0000,15,8,2016
zahnspange,poloniex,111.5730,15,8,2016
alexgr,bittrex,2.1540,15,8,2016
babybear,poloniex,171.1660,15,8,2016
bitminter,bittrex,10.0000,15,8,2016
bittrex,leprechaun,115.3800,15,8,2016
bittrex,openledger,35.9400,15,8,2016
corbettreport,bittrex,1000.0000,15,8,2016
deanliu,bittrex,50.0000,15,8,2016
dragonanarchist,poloniex,180.0000,15,8,2016
emancipatedhuman,bittrex,50.0000,15,8,2016
femmsanya,bittrex,0.3020,15,8,2016
havok777,poloniex,3.8350,15,8,2016
jeison,poloniex,3.3040,15,8,2016
jholdsworthy,bittrex,11.6180,15,8,2016
joelkatz,bittrex,48.4490,15,8,2016
kaylinart,bittrex,10.0000,15,8,2016
linnie,poloniex,6.8560,15,8,2016
nastik,poloniex,65.0000,15,8,2016
poloniex,asmolokalo,172.2320,15,8,2016
summersoul,bittrex,11.6030,15,8,2016
voltarius,bittrex,2.0000,15,8,2016
wisehammer,bittrex,2.8820,15,8,2016
aaronkoenig,blocktrades,746.0000,15,8,2016
bendjmiller222,bittrex,21.0650,15,8,2016
bittrex,piedpiper,449.9900,15,8,2016
bittrex,poloniex,838.7600,15,8,2016
bittrex,steemgrindr,21.8100,15,8,2016
craig-grant,bittrex,200.0000,15,8,2016
generalcopper,poloniex,0.6180,15,8,2016
gliten,bittrex,0.2840,15,8,2016
hitbtc-payout,hitbtc-exchange,1.8900,15,8,2016
insomnia,poloniex,2.9100,15,8,2016
isteemit,bittrex,311.2430,15,8,2016
kafkanarchy84,blocktrades,232.5090,15,8,2016
kaylinart,blocktrades,16.5000,15,8,2016
kental,poloniex,64.0000,15,8,2016
kushfreeman,bittrex,254.2140,15,8,2016
larkenrose,poloniex,228.6800,15,8,2016
luke-crowley,blocktrades,464.3140,15,8,2016
mctiller,bittrex,17.4820,15,8,2016
pjheinz,poloniex,0.0720,15,8,2016
poloniex,bittrex,3051.2090,15,8,2016
poloniex,shutkin70,598.4900,15,8,2016
razvanelulmarin,bittrex,85.1730,15,8,2016
tuck-fheman,bittrex,975.0000,15,8,2016
benjiberigan,poloniex,16.7230,16,8,2016
binyamin,poloniex,0.0360,16,8,2016
bittrex,smooth-c,12400.0000,16,8,2016
carlas10,blocktrades,1.0000,16,8,2016
changli-deng,poloniex,5.1120,16,8,2016
cutie,poloniex,120.0000,16,8,2016
drinkzya,poloniex,25.1110,16,8,2016
ionescur,bittrex,568.0000,16,8,2016
johnnyyash,poloniex,20.0000,16,8,2016
kaylinart,poloniex,950.2450,16,8,2016
kenjiby,poloniex,1.3010,16,8,2016
kennyskitchen,blocktrades,35.0000,16,8,2016
majin88,poloniex,0.0360,16,8,2016
opheliafu,poloniex,1683.6700,16,8,2016
poloniex,apes,62.5470,16,8,2016
poloniex,inboundinken,4312.4850,16,8,2016
sammy007,poloniex,27.6170,16,8,2016
thedailysteem,bittrex,93.4210,16,8,2016
agussudaryanto,bittrex,5.0000,16,8,2016
alexbeyman,blocktrades,1742.8170,16,8,2016
allmonitors,poloniex,30.0000,16,8,2016
anwenbaumeister,bittrex,2000.0000,16,8,2016
artsteemit,poloniex,0.8580,16,8,2016
ayuriawansyah,blocktrades,1.9570,16,8,2016
bittrex,enki,1999.9900,16,8,2016
bittrex,me-tarzan,209.9900,16,8,2016
changelly,poloniex,20.4460,16,8,2016
dgarsan,poloniex,1.2710,16,8,2016
englishtchrivy,poloniex,135.0000,16,8,2016
enki,bittrex,1500.0000,16,8,2016
ericvancewalton,poloniex,5168.1840,16,8,2016
ethereumnews,blocktrades,2.5000,16,8,2016
imjustsayintho,bittrex,0.3580,16,8,2016
katecloud,blocktrades,1239.4260,16,8,2016
klye,poloniex,108.0000,16,8,2016
lauralemons,blocktrades,133.0000,16,8,2016
lily-da-vine,poloniex,8.1700,16,8,2016
mctiller,bittrex,3.2950,16,8,2016
poloniex,alifton,2501.4460,16,8,2016
poloniex,btcmsia,6292.8140,16,8,2016
poloniex,bts-steem,60.0000,16,8,2016
poloniex,mughat,2200.0000,16,8,2016
poloniex,steemgrindr,999.7340,16,8,2016
poloniex,zer0sum,100.0000,16,8,2016
razvanelulmarin,bittrex,113.7480,16,8,2016
stealthtrader,blocktrades,9.9000,16,8,2016
stevo,bittrex,111.4330,16,8,2016
stijn,bittrex,51.0000,16,8,2016
tinfoilfedora,bittrex,195.0000,16,8,2016
wojooo,poloniex,22.3610,16,8,2016
alexc,poloniex,21.3260,16,8,2016
asd91,bittrex,1405.5150,16,8,2016
bitminter,bittrex,150.0000,16,8,2016
bittrex,thecryptofiend,689.6100,16,8,2016
brianphobos,poloniex,393.7390,16,8,2016
churdtzu,bittrex,638.3490,16,8,2016
d-marim,poloniex,169.8260,16,8,2016
drwasho,poloniex,271.8170,16,8,2016
gamerholic,bittrex,31.3530,16,8,2016
goldenpuppies,blocktrades,0.1110,16,8,2016
instructor2121,poloniex,112.8060,16,8,2016
mrwang,blocktrades,1.0220,16,8,2016
njall,bittrex,100.9330,16,8,2016
pixellated,blocktrades,45.0000,16,8,2016
poloniex,instructor2121,10.1670,16,8,2016
poloniex,unosuke,450.8210,16,8,2016
poloniex,vi1son,656.7210,16,8,2016
poloniex,weenfan,189.5770,16,8,2016
sirwinchester,poloniex,1039.6500,16,8,2016
wisehammer,bittrex,1.0000,16,8,2016
xcode18,changelly,8.7740,16,8,2016
zorro,poloniex,136.3020,16,8,2016
aleco,bittrex,4.4280,16,8,2016
allmonitors,openledger,1.0090,16,8,2016
arwani-wawan,poloniex,1.9600,16,8,2016
beanz,bittrex,156.8420,16,8,2016
beervangeer,poloniex,11.9840,16,8,2016
bittrex,poloniex,2374.3900,16,8,2016
bittrex,steemgrindr,81.0200,16,8,2016
carlas10,poloniex,251.0000,16,8,2016
cultura.bitcoin,poloniex,11.0000,16,8,2016
darkb4dawn,poloniex,279.1710,16,8,2016
emancipatedhuman,bittrex,40.0000,16,8,2016
generalcopper,poloniex,0.4960,16,8,2016
greenman81,bittrex,25.0000,16,8,2016
hisnameisolllie,poloniex,500.0000,16,8,2016
kafkanarchy84,blocktrades,106.4280,16,8,2016
karoline,bittrex,83.9860,16,8,2016
leylar,poloniex,8.6270,16,8,2016
lorddominik007,bittrex,111.4500,16,8,2016
mxu111,blocktrades,67.1710,16,8,2016
nphacker,bittrex,520.7530,16,8,2016
poloniex,bittrex,5875.7720,16,8,2016
poloniex,enki,6999.9900,16,8,2016
poloniex,fufubar1,701.8110,16,8,2016
poloniex,james-show,1757.5790,16,8,2016
poloniex,nickjames,4.9900,16,8,2016
poloniex,steempty,77.0520,16,8,2016
shutkin70,bittrex,598.4900,16,8,2016
snn.news.network,poloniex,6.2100,16,8,2016
steemitwizard,blocktrades,2.5000,16,8,2016
terrycraft,blocktrades,102.0000,16,8,2016
thegoldencookie,bittrex,7.0000,16,8,2016
trisnawati,poloniex,147.2300,16,8,2016
wastedcumloads,bittrex,1.6570,16,8,2016
yassinebentour,blocktrades,2.2720,16,8,2016
achim86,bittrex,10.4000,17,8,2016
alexbeyman,blocktrades,1035.7820,17,8,2016
bhokor,bittrex,78.2590,17,8,2016
bittrex,blocktrades,427.9900,17,8,2016
blueciruit,bittrex,2.5010,17,8,2016
chicana,poloniex,2010.0000,17,8,2016
claudiop63,poloniex,12.0000,17,8,2016
crazymumzysa,bittrex,2500.0000,17,8,2016
dgarsan,poloniex,0.5240,17,8,2016
dragonanarchist,poloniex,140.0000,17,8,2016
drinkzya,poloniex,3.1000,17,8,2016
fyrstikken,bittrex,1278.7460,17,8,2016
hrottie,poloniex,2.4100,17,8,2016
joelkatz,bittrex,1108.9770,17,8,2016
juanmiguelsalas,bittrex,2.5970,17,8,2016
larkenrose,poloniex,187.3400,17,8,2016
ltndd1,poloniex,16.0000,17,8,2016
mrwang,blocktrades,0.9260,17,8,2016
mummyimperfect,poloniex,50.9520,17,8,2016
nastik,poloniex,140.0000,17,8,2016
peacekeeper,poloniex,3.0000,17,8,2016
poloniex,freesteem,59.9900,17,8,2016
poloniex,instructor2121,13.4610,17,8,2016
poloniex,mughat,2000.0000,17,8,2016
poloniex,peacekeeper,0.9900,17,8,2016
poloniex,robsteady,8.3730,17,8,2016
razvanelulmarin,bittrex,458.3910,17,8,2016
renzoarg,poloniex,112.4120,17,8,2016
steemingnow,bittrex,223.5000,17,8,2016
sterlinluxan,poloniex,3222.2660,17,8,2016
viernas,poloniex,12.5910,17,8,2016
volvofan,blocktrades,1.2000,17,8,2016
wisehammer,bittrex,2.0260,17,8,2016
anwenbaumeister,bittrex,4000.0000,17,8,2016
bittrex,biophil,207.7700,17,8,2016
bittrex,poloniex,3095.5900,17,8,2016
bittrex,steemgrindr,2341.4600,17,8,2016
bittrex,vip,962.9800,17,8,2016
btcmsia,poloniex,7715.7140,17,8,2016
chris-bell,blocktrades,16.2870,17,8,2016
federicopistono,poloniex,1578.7610,17,8,2016
generalcopper,poloniex,0.1040,17,8,2016
grandpere,blocktrades,310.0000,17,8,2016
hr1,bittrex,736.3770,17,8,2016
justinlaak,poloniex,3532.6110,17,8,2016
kaylinart,poloniex,924.0310,17,8,2016
keithsmih,bittrex,4.7310,17,8,2016
kenjiby,poloniex,4.5370,17,8,2016
killerstorm,poloniex,100.0000,17,8,2016
marco-delsalto,blocktrades,99.8400,17,8,2016
masteryoda,poloniex,378.8730,17,8,2016
moneymaker,bittrex,0.5830,17,8,2016
nanzo-scoop,poloniex,300.8970,17,8,2016
neilradimaker,bittrex,12.5710,17,8,2016
nenad-ristic,blocktrades,1.0000,17,8,2016
poloniex,bittrex,5638.9090,17,8,2016
poloniex,btcmsia,12633.9980,17,8,2016
poloniex,cabi5boh,299.2400,17,8,2016
poloniex,nickjames,27.1580,17,8,2016
poloniex,paws1t1veev,2995.4800,17,8,2016
poloniex,shutkin70,2055.7200,17,8,2016
poloniex,steemgrindr,1787.5980,17,8,2016
poloniex,vip,1936.9700,17,8,2016
princewahaj,bittrex,203.0000,17,8,2016
scifiwriter,bittrex,0.0960,17,8,2016
someguy123,poloniex,1000.0000,17,8,2016
steemgrindr,bittrex,340.7030,17,8,2016
steemitpolitics,bittrex,302.1020,17,8,2016
steempower,poloniex,1000.0000,17,8,2016
teego,bittrex,0.5020,17,8,2016
trevorjenglish,blocktrades,147.4130,17,8,2016
ben99,poloniex,0.7130,17,8,2016
bittrex,business,46.9900,17,8,2016
bittrex,smooth-c,5700.0000,17,8,2016
bittrex,zer0sum,300.0000,17,8,2016
blockcodes,bittrex,1.8850,17,8,2016
business,bittrex,92.9650,17,8,2016
calaber24p,poloniex,75.0150,17,8,2016
dolov,poloniex,1.0000,17,8,2016
ftlian,poloniex,1000.0000,17,8,2016
hisnameisolllie,poloniex,750.0000,17,8,2016
hornytrucker,bittrex,0.0640,17,8,2016
hornytrucker1,bittrex,0.0010,17,8,2016
jelloducky,blocktrades,0.0310,17,8,2016
karnal,blocktrades,75.2840,17,8,2016
kingscrown,bittrex,150.0000,17,8,2016
mariagon44pe,bittrex,108.7440,17,8,2016
